,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
348,Tracy Moore,1994,1994,1,3,10,2,3,0,0,2,2,0,1,0,2,0,0,0,6,.667,,1.000,3.3,2.0,0.3,0.0,mooretr01
349,Eric Moreland,2018,2018,1,67,805,66,122,0,0,11,29,81,278,78,31,51,42,116,143,.541,,.379,12.0,2.1,4.1,1.2,moreler01
350,Jackie Moreland,1961,1965,5,348,6250,1042,2521,,,600,846,,1779,432,,,,998,2684,.413,,.709,18.0,7.7,5.1,1.2,morelja01
351,Isaiah Morris,1993,1993,1,25,102,26,57,0,0,3,4,6,12,4,3,1,8,14,55,.456,,.750,4.1,2.2,0.5,0.2,morriis01
352,Marcus Morris,2016,2017,2,159,5421,831,1952,226,655,348,456,168,770,361,119,48,227,338,2236,.426,.345,.763,34.1,14.1,4.8,2.3,morrima03
353,Markieff Morris,2020,2020,1,44,988,175,389,75,189,61,79,24,173,69,26,11,70,104,486,.450,.397,.772,22.5,11.0,3.9,1.6,morrima02
354,Erwin Mueller,1970,1973,4,189,4193,490,1151,,,293,443,,853,376,,,,362,1273,.426,,.661,22.2,6.7,4.5,2.0,mueller01
355,Tod Murphy,1994,1994,1,7,57,6,12,0,0,3,6,4,9,3,2,0,1,8,15,.500,,.500,8.1,2.1,1.3,0.4,murphto01
356,Ken Murray,1951,1954,2,63,528,100,355,,,87,117,,134,109,,,,84,287,.282,,.744,10.8,4.6,2.1,1.7,murrake01
357,Ronald Murray,2007,2008,2,88,1824,234,577,30,110,109,157,39,149,251,62,14,121,115,607,.406,.273,.694,20.7,6.9,1.7,2.9,murraro01
358,Dorie Murrey,1967,1967,1,35,311,33,82,,,32,54,,102,12,,,,57,98,.402,,.593,8.9,2.8,2.9,0.3,murredo01
359,Svi Mykhailiuk,2019,2021,3,95,1919,252,636,174,460,81,100,29,180,167,69,10,101,120,759,.396,.378,.810,20.2,8.0,1.9,1.8,mykhasv01
360,Jerry Nagel,1950,1950,1,14,,6,28,,,1,4,,,18,,,,11,13,.214,,.250,,0.9,,1.3,nagelje01
361,Bob Nash,1973,1974,2,71,450,57,187,,,35,56,31,108,30,3,10,,65,149,.305,,.625,6.3,2.1,1.5,0.4,nashbo01
362,Jameer Nelson,2018,2018,1,7,116,11,39,1,14,3,3,2,8,23,4,1,11,14,26,.282,.071,1.000,16.6,3.7,1.1,3.3,nelsoja01
363,Chuck Nevitt,1986,1988,3,83,431,50,116,0,0,32,50,50,126,9,10,52,30,114,132,.431,,.640,5.2,1.6,1.5,0.1,nevitch01
364,Melvin Newbern,1993,1993,1,33,311,42,113,1,8,34,60,19,37,57,23,1,32,42,119,.372,.125,.567,9.4,3.6,1.1,1.7,newbeme01
365,Ivano Newbill,1995,1995,1,34,331,16,45,0,0,8,22,40,81,17,12,11,12,60,40,.356,,.364,9.7,1.2,2.4,0.5,newbiiv01
366,Rich Niemann,1969,1969,1,16,123,20,47,,,8,10,,41,9,,,,30,48,.426,,.800,7.7,3.0,2.6,0.6,niemari01
367,Richie Niemiera,1949,1950,2,86,,174,538,,,188,238,,,157,,,,157,536,.323,,.790,,6.2,,1.8,niemiri01
368,Kurt Nimphius,1987,1987,1,28,277,36,78,0,1,24,32,22,54,7,4,13,16,38,96,.462,.000,.750,9.9,3.4,1.9,0.3,nimphku01
369,Chuck Noble,1956,1962,7,411,9212,1362,3937,,,552,755,,1075,1344,,,,1128,3276,.346,,.731,22.4,8.0,2.6,3.3,noblech01
370,Nerlens Noel,2023,2023,1,14,152,12,30,1,2,7,10,7,37,7,13,9,8,25,32,.400,.500,.700,10.9,2.3,2.6,0.5,noelne01
371,Willie Norwood,1972,1978,5,271,4339,816,1633,,,440,654,153,1011,187,96,12,17,663,2072,.500,,.673,16.0,7.6,3.7,0.7,norwowi01
372,Charles O'Bannon,1998,1999,2,48,399,50,125,0,4,20,23,32,67,29,11,4,17,37,120,.400,.000,.870,8.3,2.5,1.4,0.6,obannch01
373,Ralph O'Brien,1953,1953,1,7,50,10,24,,,3,5,,0,4,,,,7,23,.417,,.600,7.1,3.3,0.0,0.6,obriera01
374,Dan O'Sullivan,1994,1994,1,13,56,4,12,0,0,9,12,2,10,3,0,0,3,10,17,.333,,.750,4.3,1.3,0.8,0.2,osullda01
375,Don Ohl,1961,1964,4,307,10025,2118,5009,,,901,1269,,942,1059,,,,850,5137,.423,,.710,32.7,16.7,3.1,3.4,ohldo01
376,Jahlil Okafor,2021,2021,1,27,347,63,102,2,9,17,24,23,66,13,6,5,21,39,145,.618,.222,.708,12.9,5.4,2.4,0.5,okafoja01
377,Mehmet Okur,2003,2004,2,143,2946,431,965,56,160,258,340,277,756,140,61,102,167,305,1176,.447,.350,.759,20.6,8.2,5.3,1.0,okurme01
378,John Oldham,1950,1951,2,127,,326,1023,,,274,437,,242,226,,,,434,926,.319,,.627,,7.3,3.6,1.8,oldhajo01
379,Bud Olsen,1969,1969,1,10,70,8,23,,,4,12,,11,7,,,,8,20,.348,,.333,7.0,2.0,1.1,0.7,olsenbu01
380,Kelly Olynyk,2022,2022,1,40,764,128,286,40,119,69,89,54,177,111,31,19,58,100,365,.448,.336,.775,19.1,9.1,4.4,2.8,olynyke01
381,Eugene Omoruyi,2023,2023,1,17,373,57,134,17,58,34,47,21,59,17,14,3,18,45,165,.425,.293,.723,21.9,9.7,3.5,1.0,omorueu01
382,Don Otten,1951,1952,2,56,63,127,357,,,181,222,,315,42,,,,209,435,.356,,.815,9.0,7.8,5.6,0.8,ottendo01
383,Billy Owens,2001,2001,1,45,793,88,230,3,20,19,40,84,205,55,32,12,39,93,198,.383,.150,.475,17.6,4.4,4.6,1.2,owensbi01
384,Tom Owens,1983,1983,1,49,725,81,192,0,0,45,66,66,186,44,12,14,48,115,207,.422,,.682,14.8,4.2,3.8,0.9,owensto01
385,Zaza Pachulia,2019,2019,1,68,878,85,193,0,4,97,124,99,265,91,31,17,57,151,267,.440,.000,.782,12.9,3.9,3.9,1.3,pachuza01
386,Jaysean Paige,2022,2022,1,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,,7.0,0.0,1.0,1.0,paigeja01
387,Trayvon Palmer,2022,2022,1,1,17,0,1,0,0,0,0,0,2,0,0,0,1,2,0,.000,,,17.0,0.0,2.0,0.0,palmetr01
388,Smush Parker,2005,2005,1,11,110,11,28,2,9,9,13,2,9,11,3,0,10,13,33,.393,.222,.692,10.0,3.0,0.8,1.0,parkesm01
389,George Patterson,1968,1968,1,59,559,44,133,,,32,38,,159,51,,,,85,120,.331,,.842,9.5,2.0,2.7,0.9,pattege01
390,Jake Pelkington,1949,1949,1,14,,33,104,,,58,75,,,32,,,,54,124,.317,,.773,,8.9,,2.3,pelkija01
391,Mike Peplowski,1995,1995,1,6,21,5,5,0,0,1,2,1,3,1,1,0,2,10,11,1.000,,.500,3.5,1.8,0.5,0.2,peplomi01
392,Andy Phillip,1953,1956,4,262,9262,807,2135,,,730,1062,,1090,1636,,,,706,2344,.378,,.687,35.4,8.9,4.2,6.2,phillan01
393,Jamorko Pickett,2022,2022,1,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,.360,.333,.500,13.5,3.8,2.5,0.5,pickeja01
394,Ricky Pierce,1983,1983,1,39,265,33,88,1,7,18,32,15,35,14,8,4,18,42,85,.375,.143,.563,6.8,2.2,0.9,0.4,piercri01
395,Mason Plumlee,2021,2021,1,56,1499,234,381,0,7,113,169,145,519,202,43,50,105,186,581,.614,.000,.669,26.8,10.4,9.3,3.6,plumlma01
396,Scot Pollard,1998,1998,1,33,317,35,70,0,0,19,23,34,74,9,8,10,12,48,89,.500,,.826,9.6,2.7,2.2,0.3,pollasc01
397,Olden Polynice,1993,1994,2,104,2649,432,835,0,2,108,234,329,874,51,55,57,103,234,972,.517,.000,.462,25.5,9.3,8.4,0.5,polynol01
398,Ben Poquette,1978,1979,2,128,1963,293,689,,,153,202,149,481,77,48,120,105,267,739,.425,,.757,15.3,5.8,3.8,0.6,poquebe01
399,Howard Porter,1975,1978,4,202,4819,967,2016,,,239,294,307,986,97,104,139,5,426,2173,.480,,.813,23.9,10.8,4.9,0.5,porteho01
400,Kevin Porter,1976,1979,4,190,5995,957,1981,,,340,468,109,366,1920,286,16,349,674,2254,.483,,.726,31.6,11.9,1.9,10.1,porteke01
401,Micah Potter,2022,2022,1,3,31,5,11,0,2,2,2,4,9,0,1,1,1,4,12,.455,.000,1.000,10.3,4.0,3.0,0.0,pottemi01
402,Jim Price,1978,1978,1,34,839,153,363,,,84,103,27,101,102,45,5,74,82,390,.421,,.816,24.7,11.5,3.0,3.0,priceji01
403,Tayshaun Prince,2003,2015,12,792,26166,4029,8783,510,1376,1438,1881,1005,3683,2074,455,448,942,1056,10006,.459,.371,.764,33.0,12.6,4.7,2.6,princta01
404,Roy Pugh,1949,1949,1,4,,4,8,,,1,4,,,1,,,,3,9,.500,,.250,,2.3,,0.3,pughro01
405,Bob Quick,1970,1972,3,93,1647,243,534,,,209,274,,344,78,,,,212,695,.455,,.763,17.7,7.5,3.7,0.8,quickbo01
406,Mark Randall,1993,1993,1,35,240,40,79,1,7,16,26,27,55,10,4,2,16,32,97,.506,.143,.615,6.9,2.8,1.6,0.3,randama01
407,Theo Ratliff,1996,2008,4,191,3406,382,718,0,1,221,317,284,724,48,61,300,155,437,985,.532,.000,.697,17.8,5.2,3.8,0.3,ratlith01
408,Željko Rebrača,2002,2004,3,125,1889,291,573,0,0,195,251,130,431,51,39,99,126,316,777,.508,,.777,15.1,6.2,3.4,0.4,rebraze01
409,Hub Reed,1965,1965,1,62,753,84,221,,,40,58,,206,38,,,,136,208,.380,,.690,12.1,3.4,3.3,0.6,reedhu01
410,Ron Reed,1966,1967,2,119,2245,409,1124,,,133,233,,762,173,,,,278,951,.364,,.571,18.9,8.0,6.4,1.5,reedro01
411,Willie Reed,2018,2018,1,3,9,1,1,0,0,0,0,0,1,1,0,0,0,3,2,1.000,,,3.0,0.7,0.3,0.3,reedwi02
412,Khalid Reeves,1999,1999,1,11,112,8,21,1,3,8,14,3,7,11,4,0,7,13,25,.381,.333,.571,10.2,2.3,0.6,1.0,reevekh01
413,Don Reid,1996,2003,6,253,3563,367,686,0,1,177,267,262,674,85,120,165,139,692,911,.535,.000,.663,14.1,3.6,2.7,0.3,reiddo01
414,George Reynolds,1970,1970,1,10,44,8,19,,,5,7,,14,12,,,,10,21,.421,,.714,4.4,2.1,1.4,1.2,reynoge01
415,Jared Rhoden,2023,2023,1,14,198,17,44,5,20,6,6,11,37,4,4,1,3,23,45,.386,.250,1.000,14.1,3.2,2.6,0.3,rhodeja01
416,Jim Riffey,1951,1951,1,35,,65,185,,,20,26,,61,16,,,,54,150,.351,,.769,,4.3,1.7,0.5,riffeji01
417,Alvin Robertson,1993,1993,1,30,941,108,249,23,67,40,58,60,132,107,65,9,56,98,279,.434,.343,.690,31.4,9.3,4.4,3.6,roberal01
418,Clifford Robinson,2002,2003,2,161,5680,826,2004,202,563,304,444,160,704,470,176,183,309,502,2158,.412,.359,.685,35.3,13.4,4.4,2.9,robincl02
419,Glenn Robinson III,2019,2019,1,47,610,74,176,18,62,32,40,17,71,21,14,8,18,45,198,.420,.290,.800,13.0,4.2,1.5,0.4,robingl02
420,Jackie Robinson,1980,1980,1,7,51,9,17,0,1,9,11,3,5,0,3,3,2,8,27,.529,.000,.818,7.3,3.9,0.7,0.0,robinja01
421,Justin Robinson,2022,2022,1,5,91,9,28,8,21,2,6,2,7,9,1,1,5,8,28,.321,.381,.333,18.2,5.6,1.4,1.8,robinju01
422,Wayne Robinson,1981,1981,1,81,1592,234,509,0,6,175,240,117,294,112,46,24,149,186,643,.460,.000,.729,19.7,7.9,3.6,1.4,robinwa01
423,Red Rocha,1957,1957,1,72,1154,136,390,,,109,144,,272,81,,,,162,381,.349,,.757,16.0,5.3,3.8,1.1,rochare01
424,Dennis Rodman,1987,1993,7,549,16345,2016,3751,65,257,747,1261,2395,6299,715,401,399,802,1737,4844,.537,.253,.592,29.8,8.8,11.5,1.3,rodmade01
425,Lou Roe,1996,1996,1,49,372,32,90,2,9,24,32,30,78,15,10,8,17,42,90,.356,.222,.750,7.6,1.8,1.6,0.3,roelo01
426,Al Roges,1955,1955,1,4,42,3,9,,,4,7,,3,2,,,,6,10,.333,,.571,10.5,2.5,0.8,0.5,rogesal01
427,Tree Rollins,1991,1991,1,37,202,14,33,0,0,8,14,13,42,4,2,20,15,35,36,.424,,.571,5.5,1.0,1.1,0.1,rollitr01
428,Lorenzo Romar,1985,1985,1,5,35,2,8,0,2,5,5,0,0,10,4,0,5,5,9,.250,.000,1.000,7.0,1.8,0.0,2.0,romarlo01
429,Derrick Rose,2020,2021,2,65,1640,448,937,58,186,163,189,33,150,341,58,20,155,66,1117,.478,.312,.862,25.2,17.2,2.3,5.2,rosede01
430,Dick Rosenthal,1955,1957,2,85,1594,218,602,,,139,198,,352,170,,,,201,575,.362,,.702,18.8,6.8,4.1,2.0,rosendi01
431,Dan Roundfield,1985,1985,1,56,1492,236,505,0,2,139,178,175,453,102,26,54,123,147,611,.467,.000,.781,26.6,10.9,8.1,1.8,roundda01
432,Curtis Rowe,1972,1976,5,407,13954,2232,4596,,,943,1352,572,3256,711,146,125,,938,5407,.486,,.697,34.3,13.3,8.0,1.7,rowecu01
433,Jim Rowinski,1989,1989,1,6,8,0,2,0,0,4,4,0,2,0,0,0,0,0,4,.000,,1.000,1.3,0.7,0.3,0.0,rowinji01
434,Jeff Ruland,1993,1993,1,11,55,5,11,0,0,2,4,9,18,2,2,0,6,16,12,.455,,.500,5.0,1.1,1.6,0.2,rulanje01
435,Walker Russell,1983,1988,4,86,879,81,228,3,21,59,71,25,92,155,20,1,101,96,224,.355,.143,.831,10.2,2.6,1.1,1.8,russewa01
436,Walker Russell,2012,2012,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636,12.8,3.0,0.9,2.1,russewa02
437,John Salley,1987,1992,6,459,10261,1224,2350,1,11,971,1387,805,2095,495,289,709,584,1491,3420,.521,.091,.700,22.4,7.5,4.6,1.1,sallejo01
438,Cheikh Samb,2008,2008,1,4,31,3,4,0,0,1,2,3,7,0,1,2,1,8,7,.750,,.500,7.8,1.8,1.8,0.0,sambch01
439,Pepe Sánchez,2003,2003,1,9,37,0,5,0,0,0,0,4,6,8,5,0,2,3,0,.000,,,4.1,0.0,0.7,0.9,sanchpe01
440,Fred Schaus,1950,1954,5,290,5394,1209,3474,,,1265,1532,,1392,873,,,,989,3683,.348,,.826,35.0,12.7,6.3,3.0,schaufr01
441,Howie Schultz,1950,1950,1,32,,96,355,,,79,122,,,81,,,,119,271,.270,,.648,,8.5,,2.5,schulho01
442,John Schweitz,1987,1987,1,3,7,0,1,0,0,0,0,0,1,0,0,0,2,2,0,.000,,,2.3,0.0,0.3,0.0,schwejo01
443,Fred Scolari,1953,1954,2,80,2094,220,653,,,200,248,,186,168,,,,209,640,.337,,.806,26.2,8.0,2.3,2.1,scolafr01
444,Ray Scott,1962,1967,6,421,13885,2567,6455,,,1590,2256,,4508,1128,,,,1341,6724,.398,,.705,33.0,16.0,10.7,2.7,scottra01
445,Malik Sealy,1998,1998,1,77,1641,216,505,9,41,150,182,48,219,100,65,20,79,156,591,.428,.220,.824,21.3,7.7,2.8,1.3,sealyma01
446,Brad Sellers,1992,1992,1,43,226,41,88,0,1,20,26,15,42,14,1,10,15,20,102,.466,.000,.769,5.3,2.4,1.0,0.3,sellebr01
447,Phil Sellers,1977,1977,1,44,329,73,190,,,52,72,19,41,25,22,0,,56,198,.384,,.722,7.5,4.5,0.9,0.6,selleph01
448,Chuck Share,1952,1954,3,151,2081,176,525,,,286,419,,766,150,,,,380,638,.335,,.683,13.8,4.2,5.1,1.0,sharech01
449,Walter Sharpe,2009,2009,1,8,20,4,11,0,2,0,2,0,3,0,0,2,0,3,8,.364,.000,.000,2.5,1.0,0.4,0.0,sharpwa01
450,Steve Sheppard,1979,1979,1,20,76,12,25,,,8,15,9,19,4,3,1,4,10,32,.480,,.533,3.8,1.6,1.0,0.2,sheppst01
451,Gene Shue,1957,1962,6,440,17390,2940,7294,,,2154,2595,,2204,1931,,,,961,8034,.403,,.830,39.5,18.3,5.0,4.4,shuege01
452,John Shumate,1978,1980,2,71,2398,351,687,0,0,343,434,143,624,131,85,48,200,158,1045,.511,,.790,33.8,14.7,8.8,1.8,shumajo01
453,Ralph Simpson,1977,1978,2,109,2336,499,1180,,,192,259,75,263,267,100,8,78,148,1190,.423,,.741,21.4,10.9,2.4,2.4,simpsra01
454,Kyle Singler,2013,2015,3,218,5917,684,1594,240,633,281,344,248,772,219,151,89,219,526,1889,.429,.379,.817,27.1,8.7,3.5,1.0,singlky01
455,Zeke Sinicola,1952,1954,2,12,48,5,20,,,3,8,,2,3,,,,10,13,.250,,.375,4.0,1.1,0.2,0.3,sinicze01
456,Deividas Sirvydis,2021,2022,2,23,160,15,50,11,35,3,6,0,35,6,5,1,5,13,44,.300,.314,.500,7.0,1.9,1.5,0.3,sirvyde01
457,Peyton Siva,2014,2014,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,.316,.280,.733,9.3,2.3,0.6,1.4,sivape01
458,Al Skinner,1978,1978,1,69,1274,181,387,,,123,159,53,172,113,52,15,132,208,485,.468,,.774,18.5,7.0,2.5,1.6,skinnal01
459,Jack Smiley,1949,1949,1,59,,141,571,,,112,164,,,138,,,,202,394,.247,,.683,,6.7,,2.3,smileja01
460,Dennis Smith Jr.,2021,2021,1,20,392,56,135,19,54,14,20,12,53,74,20,14,25,33,145,.415,.352,.700,19.6,7.3,2.7,3.7,smithde03
461,Ish Smith,2017,2019,3,219,5249,923,2039,107,341,200,280,71,604,981,153,64,281,376,2153,.453,.314,.714,24.0,9.8,2.8,4.5,smithis01
462,Jim Smith,1983,1983,1,4,18,3,4,0,0,2,4,0,5,0,0,0,0,4,8,.750,,.500,4.5,2.0,1.3,0.0,smithji01
463,Joe Smith,2001,2001,1,69,1941,308,765,0,5,231,287,160,491,79,47,50,88,258,847,.403,.000,.805,28.1,12.3,7.1,1.1,smithjo02
464,Josh Smith,2014,2015,2,105,3626,670,1624,79,302,212,412,154,722,384,142,158,271,279,1631,.413,.262,.515,34.5,15.5,6.9,3.7,smithjo03
465,Kenny Smith,1997,1997,1,9,64,8,20,5,10,2,2,0,5,10,1,0,3,2,23,.400,.500,1.000,7.1,2.6,0.6,1.1,smithke01
466,Tony Snell,2020,2020,1,59,1641,170,382,102,254,32,32,9,111,127,32,15,31,101,474,.445,.402,1.000,27.8,8.0,1.9,2.2,snellto01
467,Odie Spears,1956,1957,2,76,1399,168,475,,,163,205,,234,122,,,,193,499,.354,,.795,18.4,6.6,3.1,1.6,spearod01
468,Jerry Stackhouse,1998,2002,5,337,12033,2394,5873,401,1336,2262,2741,397,1242,1470,369,184,1174,709,7451,.408,.300,.825,35.7,22.1,3.7,4.4,stackje01
469,Cassius Stanley,2022,2022,1,9,155,19,46,4,17,10,10,5,19,4,5,2,6,17,52,.413,.235,1.000,17.2,5.8,2.1,0.4,stanlca01
470,Larry Staverman,1964,1964,1,20,255,44,82,,,26,39,,69,12,,,,50,114,.537,,.667,12.8,5.7,3.5,0.6,stavela01
471,Brook Steppe,1985,1985,1,54,486,83,178,0,1,87,104,25,57,36,16,4,43,61,253,.466,.000,.837,9.0,4.7,1.1,0.7,steppbr01
472,Isaiah Stewart,2021,2023,3,189,4685,671,1340,103,314,248,344,500,1473,211,81,198,220,528,1693,.501,.328,.721,24.8,9.0,7.8,1.1,stewais01
473,Joe Strawder,1966,1968,3,231,6365,737,1729,,,503,733,,2296,245,,,,961,1977,.426,,.686,27.6,8.6,9.9,1.1,strawjo01
474,Rodney Stuckey,2008,2014,7,483,14045,2298,5429,182,637,1713,2070,358,1424,1888,453,76,934,1094,6491,.423,.286,.828,29.1,13.4,2.9,3.9,stuckro01
475,DaJuan Summers,2010,2011,2,66,604,74,199,24,63,36,58,16,57,18,11,8,29,73,208,.372,.381,.621,9.2,3.2,0.9,0.3,summeda01
476,Bob Sura,2004,2004,1,53,707,71,173,9,36,48,69,30,103,89,37,9,39,86,199,.410,.250,.696,13.3,3.8,1.9,1.7,surabo01
477,Earl Tatum,1979,1979,1,76,1195,272,607,,,48,66,40,121,72,78,33,85,158,592,.448,,.727,15.7,7.8,1.6,0.9,tatumea01
478,Jeff Taylor,1987,1987,1,12,44,6,10,0,0,9,10,1,4,3,2,1,8,4,21,.600,,.900,3.7,1.8,0.3,0.3,tayloje01
479,Terry Teagle,1985,1985,1,2,5,1,2,0,0,0,0,0,0,0,0,0,1,2,2,.500,,,2.5,1.0,0.0,0.0,teaglte01
480,Bill Thieben,1957,1958,2,85,876,132,399,,,73,114,,272,24,,,,122,337,.331,,.640,10.3,4.0,3.2,0.3,thiebbi01
481,Justus Thigpen,1973,1973,1,18,99,23,57,,,0,0,,9,8,,,,18,46,.404,,,5.5,2.6,0.5,0.4,thigpju01
482,David Thirdkill,1984,1985,2,56,406,43,95,0,2,20,42,13,39,28,13,5,31,60,106,.453,.000,.476,7.3,1.9,0.7,0.5,thirdda01
483,Charles Thomas,1992,1992,1,36,156,18,51,2,17,10,15,6,22,22,4,1,17,20,48,.353,.118,.667,4.3,1.3,0.6,0.6,thomach01
484,Isiah Thomas,1982,1994,13,979,35516,7194,15904,398,1373,4036,5316,951,3478,9061,1861,249,3682,2971,18822,.452,.290,.759,36.3,19.2,3.6,9.3,thomais01
485,Khyri Thomas,2019,2020,2,34,256,27,86,15,49,9,15,5,21,11,10,5,7,31,78,.314,.306,.600,7.5,2.3,0.6,0.3,thomakh01
486,Terry Thomas,1976,1976,1,28,136,28,65,,,21,29,15,36,3,4,2,,21,77,.431,,.724,4.9,2.8,1.3,0.1,thomate01
487,Rod Thorn,1965,1966,2,101,2585,463,1093,,,266,366,,367,225,,,,189,1192,.424,,.727,25.6,11.8,3.6,2.2,thornro01
488,Otis Thorpe,1996,1997,2,161,5502,871,1640,0,6,455,665,437,1310,291,112,56,340,598,2197,.531,.000,.684,34.2,13.6,8.1,1.8,thorpot01
489,Ray Tolbert,1983,1984,2,77,870,121,245,0,2,51,104,71,189,45,22,43,58,144,293,.494,.000,.490,11.3,3.8,2.5,0.6,tolbera01
490,Anthony Tolliver,2015,2018,3,203,4258,482,1123,339,865,185,243,134,662,191,78,52,126,347,1488,.429,.392,.761,21.0,7.3,3.3,0.9,tollian01
491,Bob Tough,1949,1949,1,53,,183,661,,,100,138,,,99,,,,101,466,.277,,.725,,8.8,,1.9,toughbo01
492,Blackie Towery,1949,1949,1,22,,56,216,,,52,73,,,35,,,,79,164,.259,,.712,,7.5,,1.6,towerbl01
493,George Trapp,1974,1977,4,242,4120,914,1976,,,264,357,251,828,197,117,71,,616,2092,.463,,.739,17.0,8.6,3.4,0.8,trappge01
494,John Tresvant,1966,1968,3,169,3980,665,1504,,,462,670,,1302,264,,,,621,1792,.442,,.690,23.6,10.6,7.7,1.6,tresvjo01
495,Dick Triptow,1949,1949,1,55,,116,417,,,102,141,,,96,,,,107,334,.278,,.723,,6.1,,1.7,triptdi01
496,Kelly Tripucka,1982,1986,5,352,12123,2807,5800,35,106,1948,2340,646,1579,1135,363,77,958,873,7597,.484,.330,.832,34.4,21.6,4.5,3.2,tripuke01
497,Terry Tyler,1979,1985,7,574,15917,2854,5835,7,60,923,1324,1223,3583,776,615,1070,874,1452,6638,.489,,.697,27.7,11.6,6.2,1.4,tylerte01
498,Beno Udrih,2017,2017,1,39,560,92,197,11,32,32,34,6,57,131,13,0,36,29,227,.467,.344,.941,14.4,5.8,1.5,3.4,udrihbe01
499,Stanley Umude,2023,2023,1,1,2,0,1,0,1,2,2,0,0,0,1,1,0,0,2,.000,.000,1.000,2.0,2.0,0.0,0.0,umudest01
500,Tom Van Arsdale,1966,1968,3,208,5007,773,2028,,,582,773,,782,477,,,,611,2128,.381,,.753,24.1,10.2,3.8,2.3,vanarto01
501,Ratko Varda,2002,2002,1,1,6,2,3,0,0,1,1,0,1,0,0,0,1,3,5,.667,,1.000,6.0,5.0,1.0,0.0,vardara01
502,Chico Vaughn,1966,1967,2,88,1454,195,508,,,110,156,,130,179,,,,114,500,.384,,.705,16.5,5.7,1.5,2.0,vaughch01
503,Loy Vaught,1999,2000,2,80,773,91,244,0,4,20,30,62,237,22,21,10,28,99,202,.373,.000,.667,9.7,2.5,3.0,0.3,vaughlo01
504,Charlie Villanueva,2010,2014,5,256,4966,921,2182,343,965,236,316,199,983,167,132,146,193,535,2421,.422,.355,.747,19.4,9.5,3.8,0.7,villach01
505,Clint Wager,1950,1950,1,63,,57,203,,,29,47,,,90,,,,175,143,.281,,.617,,2.3,,1.4,wagercl01
506,Andre Wakefield,1979,1979,1,71,578,62,176,,,48,69,25,76,69,19,2,71,68,172,.352,,.696,8.1,2.4,1.1,1.0,wakefan01
507,Darrell Walker,1992,1993,2,83,1685,164,400,0,11,67,111,89,257,214,73,18,92,146,395,.410,.000,.604,20.3,4.8,3.1,2.6,walkeda01
508,Jimmy Walker,1968,1972,5,388,11941,2425,5384,,,1412,1738,,972,1278,,,,950,6262,.450,,.812,30.8,16.1,2.5,3.3,walkeji01
509,Ben Wallace,2001,2012,9,655,21358,1786,3747,6,42,759,1815,2286,7264,997,931,1486,710,1306,4337,.477,.143,.418,32.6,6.6,11.1,1.5,wallabe01
510,John Wallace,2001,2001,1,40,527,100,236,2,15,35,45,25,83,23,13,16,36,72,237,.424,.133,.778,13.2,5.9,2.1,0.6,wallajo01
511,Rasheed Wallace,2004,2009,6,399,13028,2082,4843,581,1669,611,820,526,2890,719,399,623,480,1162,5356,.430,.348,.745,32.7,13.4,7.2,1.8,wallara01
512,Paul Walther,1955,1955,1,68,820,56,161,,,54,88,,155,131,,,,115,166,.348,,.614,12.1,2.4,2.3,1.9,walthpa01
513,Derrick Walton,2020,2022,2,6,134,7,29,4,16,4,4,2,11,26,10,4,12,10,22,.241,.250,1.000,22.3,3.7,1.8,4.3,waltode01
514,Bob Warlick,1966,1966,1,10,78,11,38,,,2,6,,16,10,,,,8,24,.289,,.333,7.8,2.4,1.6,1.0,warlibo01
515,Chris Webber,2007,2007,1,43,1277,200,409,2,6,84,132,87,288,127,42,26,74,107,486,.489,.333,.636,29.7,11.3,6.7,3.0,webbech01
516,Mark West,1995,1996,2,114,2225,278,516,0,0,94,183,209,541,24,33,139,120,382,650,.539,,.514,19.5,5.7,4.7,0.2,westma01
517,Rodney White,2002,2002,1,16,129,21,60,2,9,12,14,2,18,12,9,2,14,6,56,.350,.222,.857,8.1,3.5,1.1,0.8,whitero02
518,Chris Wilcox,2010,2011,2,91,1436,250,442,0,1,76,141,139,388,56,42,29,81,209,576,.566,.000,.539,15.8,6.3,4.3,0.6,wilcoch01
519,James Wilkes,1983,1983,1,9,129,11,34,0,1,12,15,9,19,10,3,1,5,22,34,.324,.000,.800,14.3,3.8,2.1,1.1,wilkeja02
520,Damien Wilkins,2012,2012,1,60,922,76,193,7,23,34,54,22,100,44,29,13,30,85,193,.394,.304,.630,15.4,3.2,1.7,0.7,wilkida02
521,Dale Wilkinson,1985,1985,1,2,7,0,2,0,0,0,0,0,1,0,0,0,0,2,0,.000,,,3.5,0.0,0.5,0.0,wilkida01
522,Cliff Williams,1969,1969,1,3,18,2,9,,,0,0,,3,2,,,,7,4,.222,,,6.0,1.3,1.0,0.7,willicl01
523,Earl Williams,1976,1976,1,46,562,73,152,,,22,44,103,251,18,22,20,,81,168,.480,,.500,12.2,3.7,5.5,0.4,williea01
